supplier_id,product url,title,cate_info_ai,keyword_ai,description,status,reason,url,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://koi-company.de/stopfen-fuer-luftschlauch-16mm,"Stopfen für Luftschlauch 16mm 
","[{""catId"":603833,""catPath"":""Fastening technology, joining technology and fittings => Plugs => Plugs (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=603833""}]","{""keywords_english"":{""3"":""16mm"",""2"":""Air Hose"",""1"":""Plug""},""keywords"":{""3"":""16mm"",""2"":""Luftschlauch"",""1"":""Stopfen""}}","Diesen Stopfen mit Endkappe können Sie verwenden, wenn Sie den 16mm Luftschlauch verschliessen möchten. 
 Sichern Sie den Schlauch mit einer Schlauchschelle 25mm ab. 
 Angaben zur Produktsicherheit: 
 Verantwortliche Person: Koi Discount GmbH, Jahnstr.10, 63505 Langenselbold 
 Gratisversand ab 100€ Warenwert 
 KOI Company Qualitätsversprechen 
 Kompetente Beratung vom Fachmann 
",COMPLETE,,koi,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://koi-company.de/genesis-biofiltererweiterung-bioturm-oe-95cm-h-150cm,"Genesis Biofiltererweiterung Bioturm ø:95cm H: 150cm 
","[{""catId"":606231,""catPath"":""Filter and sieve technology => Filters => Liquid Filters => Pond Filters"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=606231""}]","{""keywords_english"":{""1"":""Genesis Biofilter Extension"",""2"":""Bioturm 95cm"",""3"":""Hel-X 36 KLL""},""keywords"":{""1"":""Genesis Biofiltererweiterung"",""2"":""Bioturm 95cm"",""3"":""Hel-X 36 KLL""}}","Manchmal reicht die vorhandene Biologie in einem Filter nicht aus oder man entscheidet sich, seinen Teich etwas zu überbesetzen. Dann ist es ratsam, wenn man keinen größeren Filter einsetzen kann oder will, die Biologie zu erweitern. Inkl. Rieselplatte oben & unten, inkl. ca. 880 L Hel-X 36 KLL. 
",COMPLETE,,koi,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://koi-company.de/filter-stangen-10-stueck,"Filter Stangen 10 Stück 
","[{""catId"":606274,""catPath"":""Filter and sieve technology => Filter Media => Filter Media (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=606274""}]","{""keywords_english"":{""3"":""Ammonium reduction"",""2"":""Bacterial colonization"",""1"":""Filter rods""},""keywords"":{""3"":""Ammoniumabbau"",""2"":""Bakterienansiedlung"",""1"":""Filter Stangen""}}","Das Filtermedium kann frei schwimmen oder beschwert werden. Die Stangen müssen gut durchströmt werden. Man kann die Stangen auch klein schneiden, um eine noch größere Durchströmung und Bakterienansiedlung zu gewährleisten. Es eignet sich sehr gut für den Abbau von Ammonium und Nitrit in der letzten Filterkammer (Klarwasser). 
",COMPLETE,,koi,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://koi-company.de/t-stueck-900-pp-schiebemuffe-110mm-restposten,"T-Stück 90° PP Schiebemuffe 110mm 
","[{""catId"":604024,""catPath"":""Fastening technology, joining technology and fittings => Fittings => Plastic Fittings"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=604024""}]","{""keywords_english"":{""3"":""110mm"",""2"":""PP push-on sleeve"",""1"":""T-piece 90°""},""keywords"":{""3"":""110mm"",""2"":""PP Schiebemuffe"",""1"":""T-Stück 90°""}}","T-Stück 90° PP Schiebemuffe 110mm - Restposten 
 Artikelnummer: SE00181 
 Sofort verfügbar, Lieferzeit: 1-4 Werktage** 
 Restposten - NeuwareT-Stück 90° PP Schiebemuffe 110mm ist ein Neuware und ein Restposten. 
 zum Aufstecken 
 kein Verkleben notwendig 
 product-detail-price: 12,00 €* 
",COMPLETE,,koi,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://koi-company.de/luftabsperrhahn-fuer-luftschlauch-16-mm,"Luftabsperrhahn für Luftschlauch 16 mm 
","[{""catId"":602321,""catPath"":""Valve technology => Valves => Shut-off Valves"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=602321""}]","{""keywords_english"":{""3"":""flow control"",""2"":""16 mm air hose"",""1"":""air shut-off valve""},""keywords"":{""3"":""Durchflussregelung"",""2"":""16 mm Luftschlauch"",""1"":""Luftabsperrhahn""}}","Diesen Hahn können Sie an Ihren 16mm Luftschlauch anschliessen und die Durchflussmenge feinjustieren. 
 Sichern Sie den Schlauch mit einer Schlauchschelle 25mm ab. 
",COMPLETE,,koi,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://koi-company.de/propolis-emulsion-250ml,"Propolis Emulsion 250ml 
","[{""catId"":603367,""catPath"":""Supplies for agriculture, forestry, fishing, horticulture => Pet Supplies => Animal Food => Animal Feed Additives"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=603367""}]","{""keywords_english"":{""3"":""Immune Stimulant"",""2"":""Royal Jelly"",""1"":""Propolis Emulsion""},""keywords"":{""3"":""Immunstimulanz"",""2"":""Gelee-Royal"",""1"":""Propolis Emulsion""}}","Propolis Emulsion ist angereichert mit Gelee-Royal (Bienenköniginnensaft) und dient zur Gesunderhaltung, Vitalisierung, Immunstimulanz und Regeneration von Galle und Leber auf rein biologischer Basis. Mischen Sie diese Emulsion in Ihr Koifutter. 
",COMPLETE,,koi,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/en/spare-parts-for-textile-machinery/spindle-brakes/,"Twin-shoe brake system with centred clamping of the spindle 
","[{""catId"":611029,""catPath"":""Machine parts => Drive Systems => Brakes => Brakes (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=611029""}]","{""keywords_english"":{""3"":""Legrom spindle brake"",""2"":""centred clamping spindle"",""1"":""twin-shoe brake system""},""keywords"":{""3"":""Legrom spindle brake"",""2"":""centred clamping spindle"",""1"":""twin-shoe brake system""}}","The twin-shoe brake system with centred clamping of the spindle protects the material. Generously dimensioned brake shoes enable the achievement of short braking times and a long service life. As with most of our spindle brakes, our new easyclick knee brake also permits easy and speedy changing of brake shoes through click and snap connections. 
 Longlife, the spindle brake from Legrom – the specialist for spindle brakes 
 Over 10 years functional life according to the Legrom test method 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/en/legrom-vario-system-en/outlineflex/,"OUTLINEFLEX – the grinding nozzle adapted to the contour 
","[{""catId"":602373,""catPath"":""Valve technology => Nozzles"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=602373""}]","{""keywords_english"":{""1"":""OUTLINEFLEX grinding nozzle"",""2"":""adaptable contour nozzle"",""3"":""LEGROM patented innovation""},""keywords"":{""1"":""OUTLINEFLEX grinding nozzle"",""2"":""adaptable contour nozzle"",""3"":""LEGROM patented innovation""}}","The OUTLINEFLEX grinding nozzle is a patented global innovation by LEGROM. It solves the problem of finding a suitable grinding nozzle profile for various applications. The nozzle is designed to be adaptable to the contour of the grinding tool, ensuring optimal cooling lubricant supply and improved heat dissipation. Features include higher grinding quality, enhanced cutting performance, and easy machine adaptation. The nozzle is available as a blank or custom-shaped according to CAD data, offering benefits such as higher productivity, lower heat development, and longer grinding wheel service life. Additionally, it helps in configuring machines for energy efficiency. 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/ersatzteile-textilmaschinen/open-end/,"Ersatzteile für die Schlafhorst Spinnboxen SE7 bis SE12 
","[{""catId"":600566,""catPath"":""Textile machinery => Textile Machine Accessories"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=600566""}]","{""keywords_english"":{""1"":""Spare parts Schlafhorst Spinnboxes"",""2"":""Clutch worm wheels high strength"",""3"":""Scrapers for spinning trolley wear-resistant""},""keywords"":{""1"":""Ersatzteile Schlafhorst Spinnboxen"",""2"":""Kupplungsschneckenräder hohe Festigkeit"",""3"":""Schaber Anspinnwagen verschleißfest""}}","LEGROM liefert Ersatzteile für die Schlafhorst Spinnboxen SE7 bis SE12 für den Anspinnwagen und Spulapparat. 
 Unsere Kupplungsschneckenräder werden aus einem High-Tech Werkstoff mit hoher Festigkeit und exzellenter Schmierstoffwirkung hergestellt. Dadurch erreichen wir eine verlängerte Lebensdauer und eine höhere Prozess-Sicherheit. 
 Bei unseren Reflektoren werden durch hochpräzise Fertigungsverfahren höchste Reflektionswerte garantiert. 
 Unsere Schaber für den Anspinnwagen bieten wir auch in verschleißfester Qualität mit verlängerter Lebensdauer. 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/en/spare-parts-for-textile-machinery/vortex/,"New from LEGROM: components for vortex spinning machines 
","[{""catId"":600566,""catPath"":""Textile machinery => Textile Machine Accessories"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=600566""}]","{""keywords_english"":{""1"":""vortex spinning machines components"",""2"":""spindle holders"",""3"":""synchronous belt pulleys""},""keywords"":{""1"":""vortex spinning machines components"",""2"":""spindle holders"",""3"":""synchronous belt pulleys""}}","New from LEGROM: components for vortex spinning machines. We are continually expanding and optimising our range, so that you will enjoy an even greater range of options in future. 
 We can provide you with spindle holders and synchronous belt pulleys made of a high-tech material with a high level of strength, reduced weight, energy saving and improved running characteristics. 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/produktion/montage-produktveredelung/,"Nicht genannt 
","[{""catId"":609107,""catPath"":""Plastics and plastic products => Plastic Parts => Finished Plastic Parts"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=609107""}]","{""keywords_english"":{""3"":""Ultrasonic welding"",""2"":""Laser marking"",""1"":""Plastic parts processing""},""keywords"":{""3"":""Ultraschallschweißen"",""2"":""Lasermarkierung"",""1"":""Kunststoffteile Weiterverarbeitung""}}","Eine weitere Besonderheit von LEGROM ist die Weiterverarbeitung von Kunststoffteilen. Hier bieten wir durch die gezielte Einbindung spezieller Sublieferanten hochpräzise, aber dennoch sehr wirtschaftliche Beschriftungs-, Schweiß- und Fügeverfahren an. Dabei wird die Veredelung der Kunststoffteile entweder in den Spritzprozess integriert oder als separater Prozess in die Baugruppenmontage in die Logistik eingebunden. 
 Unsere Techniken im Einzelnen: 
 
 Lasermarkierung 
 Bedrucken (Tampondruck, Siebdruck) 
 Heißprägen 
 Lackieren 
 Ultraschallschweißen 
 Montage kompletter Baugruppen 
 Integration von Fremdleistungen 
 Entwicklung von Prüfvorrichtungen mit elektronischen Komponenten 
 
 Die ständige Innovation und der technische Fortschritt bei LEGROM machen das Zusammenfügen einzelner Kunststoffkomponenten oder die Montage komplexer Baugruppen zur Selbstverständlichkeit. 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/legrom-vario-system/outlineflex/,"OUTLINEFLEX – die konturangepasste Schleifdüse 
","[{""catId"":602373,""catPath"":""Valve technology => Nozzles"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=602373""}]","{""keywords_english"":{""1"":""contour-adjusted grinding nozzle"",""2"":""coolant system"",""3"":""grinding tool profile""},""keywords"":{""1"":""konturangepasste Schleifdüse"",""2"":""Kühlschmierstoff-System"",""3"":""Schleifwerkzeugprofil""}}","Die konturangepasste Schleifdüse OUTLINEFLEX sorgt mit ihren durchdachten Parametern für eine Optimierung des Kühlschmierstoff-Systems. Mit der an das Schleifwerkzeugprofil angepassten Düsenform und einem entsprechend der Durchflussmenge dimensionierten Öffnungsquerschnitt ergibt sich eine konturnahe gleichmäßige Kühlschmiermittelzufuhr. Gleichzeitig wird die Wärmeabfuhr wesentlich verbessert. Weitere Anwendervorteile sind die höhere Schleifqualität und eine erhebliche Steigerung der Zerspanleistung. Zudem lässt sich der bedienerfreundlich konstruierte Düsenrohling einfach und schnell an die Maschine adaptieren‚ ohne die Schleifscheibenoberfläche zu beschädigen. In Kombination mit dem variablen Segmentschlauchsystem VARIO von Legrom oder anderen Systemen wird OUTLINEFLEX fast jeder Anwendung gerecht. 
 OUTLINEFLEX ermöglicht einen exakt einstellbaren Spalt zwischen Schleifscheibe und Düsenrohling. So können die Strömungsverhältnisse im Schleifspalt, der Kontaktvolumenstrom und der Druck im Schleifspalt direkt beeinflusst werden. Hohe Kühlschmierstoff-Volumenströme ohne positiven Einfluss auf die Kühlwirkung in der Kontaktzone lassen sich detektieren und eliminieren. Mit der konturangepassten Düse, die sehr dicht an der Schleifscheibe anliegt, kann das die Schleifscheibe umgebende Luftpolster fast komplett abgelenkt und dadurch die benötigte Menge an Kühlschmierstoff deutlich reduziert werden, da keine Verwirbelung entsteht. Da ausnahmslos reiner Kühlschmierstoff in die Kontaktfläche eingebracht wird, erhöht sich dabei noch zusätzlich die Schleifprozessqualität. 
 Die Reduzierung des Kühlmittel-Volumenstroms kann zudem dazu genutzt werden, dass Maschinen mit geringerer Motor-/Pumpenleistung und somit energiesparender ausgestattet werden können. 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/products/it/k-72124-stampaggio-per-iniezione-termoplastica,"Schraubenschlüssel 1/2"" 12-punkte 
","[{""catId"":614836,""catPath"":""Tools and production supplies => Screwing Tools => Wrenches"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=614836""}]","{""keywords_english"":{""3"":""12-point"",""2"":""1/2\"""",""1"":""Wrench""},""keywords"":{""3"":""12-punkte"",""2"":""1/2\"""",""1"":""Schraubenschlüssel""}}","Produktbeschreibung 
 Für 4 Personen geeignet, eine gute Anschaffung. 
 Dieses Produkt wurde unter strengeren Qualitätssicherungskriterien entwickelt. 
 Bestell-100% Zufrieden! 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/products/pt,"Sistema de Mangueira de Segmento LEGROM 
","[{""catId"":613186,""catPath"":""Pipe and hose technology => Hoses => Plastic Hoses => Plastic Hoses (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=613186""}]","{""keywords_english"":{""1"":""Segment Hose System"",""2"":""Technical Injection Parts"",""3"":""Plastic Cages for Bearings""},""keywords"":{""1"":""Sistema de Mangueira de Segmento"",""2"":""Peças Técnicas de Injeção"",""3"":""Gaiolas Plásticas para Rolamentos""}}","A LEGROM é uma empresa internacional, fundada no final da década de 40. Com muitos anos de experiência na produção de ferramentas de injecção de precisão e peças técnicas de plástico, fornecemos os nossos produtos com o maior respeito pelos prazos de entrega a nível mundial para as mais diversas áreas, com destaque para: Peças de substituição para máquinas têxteis Desenvolvimento e produção de peças técnicas de injecção, com destaque para a engenharia mecânica Gaiolas plásticas para a indústria de rolamentos de roletes feitas de plásticos técnicos e resistentes a altas temperaturas. LEGROM VARIO sistema de mangueira de segmentoO nosso sucesso resulta do desempenho, eficiência e know-how dos nossos colaboradores, que se caracterizam por um fascínio pelo detalhe, precisão e qualidade. Juntos encontramos uma solução em todas as áreas técnicas.a nossa capacidade de realizar tarefas complexas de uma forma específica para o cliente, inovadora e orientada para os custos faz de nós o seu parceiro competente.mais de 70 anos de experiência falam por nós! 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/en/spare-parts-for-textile-machinery/open-end/,"Spare Parts for Schlafhorst SE7 to SE12 Spin Boxes 
","[{""catId"":611081,""catPath"":""Machine parts => Gears => Worm Gears"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=611081""}]","{""keywords_english"":{""1"":""Spare parts Schlafhorst SE7-SE12"",""2"":""Worm gear wheel"",""3"":""Wear-resistant scrapers""},""keywords"":{""1"":""Ersatzteile Schlafhorst SE7-SE12"",""2"":""Wurmrad Zahnrad"",""3"":""Verschleißfeste Abstreifschaber""}}","LEGROM provides spare parts for Schlafhorst SE7 to SE12 spin boxes for the piecing carriage and winding head. 
 Our worm gear wheels are manufactured from high-tech material with excellent strength and lubricating properties. This means they enjoy a long service life and achieve a high degree of process reliability. 
 High-precision production processes guarantee the highest reflective values for our reflectors. 
 We also provide our scrapers for the piecing carriage in wear-resistant quality with an extended service life. 
 Our exceptionally high-quality dirt conveying belts are also made in Germany and available in 40mm, 59mm and 115mm widths for SE-7/8, SE-9/10, SE-11/12 - We have a comprehensive range for the spin box: worm gear wheels, flange bearings, rotor cases, fiber channels, oil containers, oil wicks, cover plates, channel plates, reflectors, condensers, rotor brakes, locking rollers… - Our range for the winding head: large drive sleeve, small drive sleeve, Optidrive drive sleeve, toothed wheel, take-up rollers, cots, adapters with accessories… - We can provide the following specially for the piecing carriage: scrapers, coupling cones, butterfly valves, drive pulleys for drive rollers, motors… 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/products/fa,"قالب تزریقی پلاستیکی 
","[{""catId"":615233,""catPath"":""Tools and production supplies => Foundry Supplies => Moulds for Foundries => Injection Moulds"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=615233""}]","{""keywords_english"":{""1"":""plastic injection mold"",""2"":""textile machinery spare parts"",""3"":""mechanical engineering plastic cages""},""keywords"":{""1"":""قالب تزریقی پلاستیکی"",""2"":""لوازم یدکی ماشین آلات نساجی"",""3"":""قفس های پلاستیکی مهندسی مکانیک""}}","LEGROM یک شرکت بین المللی فعال است که در اواخر دهه 1940 تاسیس شد. با تجربه طولانی در تولید ابزارهای قالب گیری تزریقی دقیق و قطعات پلاستیکی فنی ، ما با تمرکز بر توسعه قطعات یدکی ماشین آلات نساجی و تولید قطعات قالب تزریق فنی ، با تمرکز بر روی قفس های پلاستیکی مهندسی مکانیک برای صنعت بلبرینگ غلتکی ساخته شده از پلاستیک های فنی و مقاوم در برابر درجه حرارت بالا ، محصولات با بالاترین زمان تحویل را در وسیع ترین زمینه های جهان ارائه می دهیم.. سیستم شلنگ بخش LEGROM VARIO موفقیت ما نتیجه عملکرد ، کارآیی و تخصص کارمندان ما است که مجذوب جزئیات ، دقت و کیفیت هستند. ما با هم راه حل هایی را در همه زمینه های فنی پیدا می کنیم. توانایی ما در انجام کارهای پیچیده به شیوه ای مشتری مدار ، نوآورانه و هزینه محور ، ما را به شریک شایسته شما تبدیل می کند. بیش از 70 سال تجربه نماینده ما است! 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/en/spare-parts-for-textile-machinery/,"RING SPINNING 
","[{""catId"":600566,""catPath"":""Textile machinery => Textile Machine Accessories"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=600566""}]","{""keywords_english"":{""3"":""spare parts for spinning mills"",""2"":""textile machine components"",""1"":""ring spinning machinery""},""keywords"":{""3"":""spare parts for spinning mills"",""2"":""textile machine components"",""1"":""ring spinning machinery""}}","LEGROM GmbH has been a manufacturer of textile machine components for open-end, vortex and ring spinning for decades. Our products are supplied to both OEM´s for original equipment and spindle manufacturers for direct use in spinning mills. 
 Based on the latest technology, these parts have been installed and proven their value a million times over in daily operations in spinning mills. 
 Our objective is to develop and produce interesting, innovative and efficient products of the highest quality on a continual basis for the benefit of our customers. 
 We provide our customers with spare parts for textile machinery, either directly or through our distribution partners. Spinning mills all around the world value the quality and durability of our spare parts. 
 Spare parts product finder for textile machinery 
 The catalogue containing all spare parts for textile machinery from LEGROM is available here or as a PDF in the download area. 
 [LIST] - The world’s largest range of knee and locking brakes for ring spinning machinery - We can realise specific customer requirements at short notice, thanks to our own development and design department (CAD / CAM) - All our parts are subjected to strict quality control - In-house production of maximum precision stainless steel conveyor belts for ring spinning machinery and reproducibility through computer-controlled machinery [END LIST] 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/en/category/vario-en/,"Vario 
","[{""catId"":613180,""catPath"":""Pipe and hose technology => Hoses => Hoses (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=613180""}]","{""keywords_english"":{""1"":""Vario system"",""2"":""modular hose solution"",""3"":""cooling applications""},""keywords"":{""1"":""Vario system"",""2"":""modular hose solution"",""3"":""cooling applications""}}","Legrom is coming to the halls of GrindingHub 2024 in Stuttgart! We will be presenting our innovative Vario system, the modular hose solution that is perfect for various cooling applications in grinding machines. Visit us at booth A87 in hall 09 and see how Vario can... 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/produktion/schaeumen/,"LEGROM Schäumanlage 
","[{""catId"":611855,""catPath"":""Measuring and Testing Technology => Dosing Devices and Systems"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=611855""}]","{""keywords_english"":{""1"":""LEGROM foaming system"",""2"":""low-pressure mixing and dosing system"",""3"":""precise foam production""},""keywords"":{""1"":""LEGROM Schäumanlage"",""2"":""Niederdruck-Misch- und Dosiersystem"",""3"":""präzise Schaumproduktion""}}","Präzises Schäumen mit der fortschrittlichen Dosiertechnologie von LEGROM 
 Wir bei LEGROM haben uns der Innovation in unseren Produktionsprozessen verschrieben. Aus diesem Grund verwenden wir ein hochmodernes Niederdruck-Misch- und Dosiersystem, das speziell für eine außergewöhnliche Schaumproduktion entwickelt wurde. Diese fortschrittliche Technologie ermöglicht es uns, folgendes zu erreichen: 
 
 Unerreichte Kontrolle: Unser System garantiert eine präzise und gleichmäßige Schaumproduktion bei jeder Anwendung. 
 Zuverlässige Leistung: Erleben Sie eine sorgenfreie Produktion mit einem robusten, zellularen Design, bei dem Effizienz und Betriebszeit im Vordergrund stehen. 
 Maßgeschneiderte Lösungen: Das System kann verschiedene Materialien verarbeiten, so dass wir den perfekten Schaum für Ihre speziellen Anforderungen herstellen können. 
 Unerschütterliche Qualität: Profitieren Sie von der außergewöhnlichen Prozessstabilität, die bei jeder Charge gleichbleibend hochwertige Ergebnisse garantiert. 
 
 LEGROM Schäumanlage 
 Die zugrundeliegende Technologie ist kompliziert, aber was wirklich zählt, ist das Ergebnis. Durch den Einsatz dieses fortschrittlichen Systems verschafft sich LEGROM einen entscheidenden Vorteil in der Schaumstoffproduktion. 
 Unerreichte Homogenität:
Unsere Schäume zeichnen sich durch eine außergewöhnliche Homogenität aus, die ein perfektes Endprodukt für Ihre Anforderungen garantiert. 
 Optimierte Produktion:
Die Effizienz des Systems führt zu kürzeren Produktionszeiten und einem höheren Ausstoß. 
 Weniger Abfall:
Die präzise Steuerung minimiert den Materialabfall und sorgt für einen nachhaltigeren Produktionsprozess. 
 Konzentrieren Sie sich auf Ihre Bedürfnisse, überlassen Sie uns die Technik: 
 Wir bei LEGROM sind der Meinung, dass Sie sich nicht um die Feinheiten der Maschinen kümmern sollten, die hinter unseren außergewöhnlichen Schaumstoffen stecken. Wir haben in modernste Technologie investiert, damit Sie sich auf das konzentrieren können, was wirklich wichtig ist: Ihr Produkt und dessen Erfolg. 
 Werden Sie Partner von LEGROM und erleben Sie die Vorteile überlegener Schäumtechnologie. 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/products/it/k-39271-stabilimento-di-stampaggio-ad-iniezione,"Lampen 
","[{""catId"":604873,""catPath"":""Lighting technology => Lights => Lights (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=604873""}]","{""keywords_english"":{""3"":""Benefits"",""2"":""Features"",""1"":""Lamps""},""keywords"":{""3"":""Vorteile"",""2"":""Features"",""1"":""Lampen""}}","Produktbeschreibung 
 Dies ist eine detaillierte Beschreibung zum Produkt. Sie können hier verschiedene Features, Vorteile, Nutzungskasus und Anwendungen aufzählen. Die Beschreibung sollte umfassend und informativ sein. 
 
 Zusammenfassung 1: Erfassen Sie wichtige Informationen oder übergeordnete Punkte, die für das Verstehen des Produkts wichtig sind. 
 Zusammenfassung 2: Fügen Sie zusätzliche Details hinzu, die den Kunden dabei helfen, das Produkt besser zu verstehen. 
 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/en/category/spare-parts-for-textile-machinery/,"RIETER Carrier Upper Part 
","[{""catId"":610978,""catPath"":""Machine parts => Machine Parts (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=610978""}]","{""keywords_english"":{""1"":""RIETER Carrier Upper Part"",""2"":""Part.No. 220-366"",""3"":""Part.No. 220-368""},""keywords"":{""1"":""RIETER Carrier Upper Part"",""2"":""Part.No. 220-366"",""3"":""Part.No. 220-368""}}","RIETER Carrier Upper Part, right 
 Part.No. 220-366
description: carrier upper part, 70 mm right 
 Part.No. 220-368
description: carrier upper part, 75 mm right 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/en/production/bearing-cages/,"Bearing Cages 
","[{""catId"":611069,""catPath"":""Machine parts => Bearings => Special Bearings"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=611069""}]","{""keywords_english"":{""3"":""needle bearings"",""2"":""thermoplastic bearing cages"",""1"":""bearing cages""},""keywords"":{""3"":""needle bearings"",""2"":""thermoplastic bearing cages"",""1"":""bearing cages""}}","LEGROM is one of the pioneers in the development, mold design and production of bearing cages made of technical plastics and thermoplastics resistant to high temperatures and has been regarded as a specialist in this area for more than 60 years on a global level. 
 The first plastic bearing cage, manufactured at that time from Perlon polymer, was created at LEGROM as early as the 1950’s. 
 Use of the latest production techniques and special production processes enables LEGROM to meet even the most unusual customer requests in the modern roller bearing industry. 
 Needle bearings | Angular contact roller bearings | Linear bearings | Axial bearings | Ball bearings | Thin section bearings | Radial bearings 
 Thermoplastics for bearing cages 
 PA 6 | PA 6.6 | PA 6T/6 | PA 6T/6I | PA 4.6 | POM | PPA | PES | PEEK | PAEK | LCP 
 Fillers 
 Glass fibers | Carbon fibers | Aramid fibers (Kevlar) | Special recipes with mixed reinforcement | Tribologically modified graphite, PTFE 
",COMPLETE,,legrom,,,
45d2ccb1-3f54-4539-b276-a8a34878d623,https://www.legrom.de/en/spare-parts-for-textile-machinery/ring-spinning/,"Stainless Steel Conveyor Belts and Gripper Systems 
","[{""catId"":606359,""catPath"":""Conveyor technology => Conveyor Belts => Conveyor Belts (Other)"",""catUrl"":""https://vtyler.alibaba.com/vtyler/index.htm?categoryId=606359""}]","{""keywords_english"":{""3"":""Spindle Brakes"",""2"":""Gripper Systems"",""1"":""Stainless Steel Conveyor Belts""},""keywords"":{""3"":""Spindelbremsen"",""2"":""Greifersysteme"",""1"":""Edelstahlförderbänder""}}","Stainless steel conveyor belts from LEGROM are your guarantee of maximum tensile strength values and have specially rounded edges and polished surfaces. Constricted, toleranced straightness protects the belt against lateral wear in the long-term. 
 LEGROM manufactures gripper and conveyor systems for fully automated yarn tube and cop conveying for the most common ring spinning machinery from firms such as Rieter, Zinser, Marzoli, Murata, Howa, Cognetex, Saco Lowell and Ishikawa. 
 Spindle brakes / Locking brakes 
 The twin-shoe brake system with centred clamping of the spindle protects the material. Generously dimensioned brake shoes enable the achievement of short braking times and a long service life. As with most of our spindle brakes, our new easyclick knee brake also permits easy and speedy changing of brake shoes through click and snap connections. 
 Longlife, the spindle brake from Legrom – the specialist for spindle brakes 
 Over 10 years functional life according to the Legrom test method 
",COMPLETE,,legrom,,,
